time [s],id,pos_x,pos_y,angle [deg],speed [m/s]
142.0,7,273.37,69.71,150.0,11.73
142.0,8,54.97,74.08,315.0,12.81
142.0,9,397.11,196.8,181.03,11.7
143.0,0,373.85,100.4,32.27,14.66
143.0,1,374.76,288.0,163.13,4.82
143.0,2,213.53,394.72,105.0,13.27
143.0,3,299.27,259.16,240.0,13.49
143.0,4,201.6,131.28,0.0,13.82
143.0,5,276.95,157.42,300.0,11.14
143.0,6,313.06,357.89,135.0,13.28
143.0,7,279.07,59.85,150.0,11.38
143.0,8,46.33,82.72,315.0,12.23
143.0,9,394.48,185.58,195.0,11.54
144.0,0,378.61,113.98,15.0,14.44
144.0,1,376.59,281.16,165.0,7.09
144.0,2,225.94,391.39,105.0,12.85
144.0,3,291.44,254.64,240.0,9.04
144.0,4,201.6,145.16,0.0,13.88
144.0,5,266.96,163.19,300.0,11.53
144.0,6,323.27,347.68,135.0,14.44
144.0,7,285.13,49.35,150.0,12.13
144.0,8,37.66,91.39,315.0,12.25
144.0,9,391.48,174.38,195.0,11.6
145.0,0,382.11,127.03,15.0,13.51
145.0,1,378.98,272.24,165.0,9.23
145.0,2,238.75,387.96,105.0,13.26
145.0,3,284.67,254.8,280.56,7.12
145.0,4,201.6,158.6,0.0,13.44
145.0,5,257.62,168.58,300.0,10.78
145.0,6,333.33,337.62,135.0,14.23
145.0,7,290.31,40.39,150.0,10.35
145.0,8,29.62,100.59,323.15,12.26
145.0,9,388.46,163.11,195.0,11.66
146.0,0,385.67,140.32,15.0,13.76
146.0,1,382.02,260.9,165.0,11.74
146.0,2,251.77,384.47,105.0,13.48
146.0,3,278.84,260.03,314.34,7.87
146.0,4,201.6,172.58,0.0,13.98
146.0,5,248.66,173.75,300.0,10.35
146.0,6,342.82,328.13,135.0,13.42
146.0,7,293.25,35.29,150.0,5.89
146.0,8,25.3,111.77,343.94,12.04
146.0,9,385.49,152.04,195.0,11.46
147.0,0,389.15,153.3,15.0,13.44
147.0,1,385.11,249.4,165.0,11.91
147.0,2,264.92,380.95,105.0,13.62
147.0,3,272.05,266.82,315.0,9.6
147.0,4,201.6,183.11,0.0,10.53
147.0,5,239.18,179.22,300.0,10.94
147.0,6,352.52,318.43,135.0,13.73
147.0,7,296.44,30.65,144.93,5.64
147.0,8,22.19,123.39,345.0,12.03
147.0,9,382.53,141.0,195.0,11.43
148.0,0,392.84,167.09,15.0,14.27
148.0,1,388.24,237.72,165.0,12.09
148.0,2,278.43,377.32,105.0,13.99
148.0,3,264.48,274.39,315.0,10.7
148.0,4,199.28,193.77,341.0,11.08
148.0,5,230.02,184.51,300.0,10.58
148.0,6,360.98,309.97,135.0,11.96
148.0,7,301.93,28.54,102.99,6.34
148.0,8,18.83,135.91,345.0,12.96
148.0,9,379.46,129.55,195.0,11.86
149.0,0,396.4,180.38,15.0,13.77
149.0,1,391.6,225.15,165.0,13.01
149.0,2,287.9,374.79,105.0,9.8
149.0,3,259.53,279.34,315.0,7.0
149.0,4,191.02,200.6,297.74,11.13
149.0,5,220.8,189.84,300.0,10.65
149.0,6,366.25,304.7,135.0,7.46
149.0,7,306.64,31.24,58.16,5.54
149.0,8,15.61,147.95,345.0,12.47
149.0,9,376.47,118.39,195.0,11.55
150.0,0,399.75,193.43,13.38,13.48
150.0,1,394.48,214.42,165.0,11.12
150.0,2,293.59,372.97,108.27,5.99
150.0,3,252.53,285.42,308.1,9.29
150.0,4,180.3,201.6,272.03,10.79
150.0,5,215.47,192.91,300.0,6.15
150.0,6,367.56,299.3,171.9,6.11
150.0,7,310.88,35.41,45.0,5.95
150.0,8,12.53,159.43,345.0,11.88
150.0,9,373.33,107.02,196.02,11.81
151.0,0,399.65,207.1,352.77,13.75
151.0,1,396.22,207.92,165.0,6.73
151.0,2,295.2,368.59,161.95,5.22
151.0,3,242.85,290.14,291.43,10.82
151.0,4,167.07,201.6,270.0,13.23
151.0,5,209.2,193.94,275.22,6.5
151.0,6,362.56,295.7,237.09,6.24
151.0,7,316.24,40.77,45.0,7.59
151.0,8,9.29,171.53,345.0,12.53
151.0,9,367.98,97.28,215.52,11.18
152.0,0,395.94,221.33,345.0,14.72
152.0,1,396.06,203.24,181.38,4.82
152.0,2,292.63,363.64,208.04,5.59
152.0,3,230.15,293.58,285.01,13.16
152.0,4,153.54,201.6,270.0,13.53
152.0,5,203.85,191.71,246.93,5.84
152.0,6,355.35,291.54,240.0,8.32
152.0,7,322.64,47.17,45.0,9.04
152.0,8,5.93,184.03,345.0,12.95
152.0,9,360.58,89.63,225.0,10.65
153.0,0,392.28,235.01,345.0,14.16
153.0,1,392.19,201.65,241.76,4.35
153.0,2,289.04,357.41,210.0,7.19
153.0,3,218.7,296.64,285.01,11.85
153.0,4,139.53,201.6,270.0,14.01
153.0,5,199.77,187.56,223.56,5.94
153.0,6,346.97,286.7,240.0,9.67
153.0,7,330.33,54.86,45.0,10.88
153.0,8,3.66,192.5,345.0,8.77
153.0,9,352.5,81.55,225.0,11.44
154.0,0,388.73,248.25,345.0,13.71
154.0,1,387.68,201.6,268.61,4.51
154.0,2,284.63,349.79,210.0,8.81
154.0,3,211.6,298.55,285.01,7.35
154.0,4,126.1,201.6,270.0,13.43
154.0,5,198.4,181.67,191.15,6.15
154.0,6,336.47,280.64,240.0,12.13
154.0,7,338.4,62.93,45.0,11.41
154.0,8,4.07,196.98,3.78,4.65
154.0,9,344.24,73.29,225.0,11.68
155.0,0,385.02,262.09,345.0,14.34
155.0,1,380.83,201.6,270.0,6.85
155.0,2,279.37,340.68,210.0,10.51
155.0,3,204.81,299.85,279.23,6.94
155.0,4,115.41,201.6,270.0,10.69
155.0,5,198.4,173.46,180.0,8.21
155.0,6,324.02,273.45,240.0,14.38
155.0,7,346.84,71.37,45.0,11.93
155.0,8,9.22,198.4,76.46,5.5
155.0,9,335.89,64.94,225.0,11.81
156.0,0,381.28,276.05,345.0,14.45
156.0,1,372.28,201.6,270.0,8.55
156.0,2,272.99,329.62,210.0,12.77
156.0,3,198.91,295.36,216.71,8.2
156.0,4,108.51,201.6,270.0,6.9
156.0,5,198.4,163.77,180.0,9.7
156.0,6,311.46,266.2,240.0,14.5
156.0,7,355.01,79.54,45.0,11.55
156.0,8,16.39,198.4,90.0,7.17
156.0,9,328.21,57.26,225.0,10.87
157.0,0,378.19,287.6,345.0,11.95
157.0,1,362.33,201.6,270.0,9.95
157.0,2,266.59,318.53,210.0,12.8
157.0,3,198.4,288.17,182.19,7.23
157.0,4,103.79,203.68,296.0,5.52
157.0,5,198.4,152.9,180.0,10.86
157.0,6,299.42,259.25,240.0,13.9
157.0,7,362.91,87.44,45.0,11.18
157.0,8,25.89,198.4,90.0,9.5
157.0,9,320.07,49.12,225.0,11.51
158.0,0,375.94,294.69,341.16,7.45
158.0,1,350.94,201.6,270.0,11.39
158.0,2,259.93,307.0,210.0,13.32
158.0,3,198.4,278.8,180.0,9.37
158.0,4,104.02,208.81,3.75,5.27
158.0,5,198.4,141.59,180.0,11.32
158.0,6,291.3,254.53,239.78,9.4
158.0,7,371.33,96.4,40.65,12.31
158.0,8,37.65,198.4,90.0,11.76
158.0,9,312.51,41.56,225.0,10.69
159.0,0,373.95,297.56,328.6,3.59
159.0,1,338.5,201.6,270.0,12.44
159.0,2,253.17,295.3,210.0,13.51
159.0,3,198.4,266.91,180.0,11.9
159.0,4,105.9,215.84,15.01,7.28
159.0,5,198.4,130.29,180.0,11.29
159.0,6,287.92,251.09,224.56,4.9
159.0,7,376.73,107.08,21.64,12.01
159.0,8,49.95,198.4,90.0,12.3
159.0,9,304.78,33.83,225.0,10.93
160.0,0,368.74,298.66,277.96,5.68
160.0,1,325.91,201.6,270.0,12.59
160.0,2,246.27,283.34,210.0,13.81
160.0,3,198.4,252.86,180.0,14.04
160.0,4,108.2,224.42,15.01,8.88
160.0,5,198.4,119.52,180.0,10.77
160.0,6,286.83,243.92,181.18,7.47
160.0,7,379.69,118.0,15.0,11.32
160.0,8,61.85,198.4,90.0,11.89
160.0,9,295.91,27.76,240.8,10.8
161.0,0,362.1,295.43,242.08,7.4
161.0,1,313.71,201.6,270.0,12.2
161.0,2,239.46,271.54,210.0,13.63
161.0,3,198.4,238.98,180.0,13.89
161.0,4,110.8,234.13,15.01,10.05
161.0,5,198.4,110.14,180.0,9.38
161.0,6,288.94,235.08,164.99,9.1
161.0,7,382.54,128.66,15.0,11.04
161.0,8,73.58,198.4,90.0,11.73
161.0,9,285.24,24.5,255.0,11.17
162.0,0,353.61,290.53,240.0,9.8
162.0,1,301.63,201.6,270.0,12.07
162.0,2,232.92,260.22,210.0,13.08
162.0,3,198.4,224.17,180.0,14.81
162.0,4,112.24,239.49,15.01,5.55
162.0,5,197.85,105.34,186.4,4.88
162.0,6,291.94,223.88,164.99,11.59
162.0,7,385.5,139.69,15.0,11.42
162.0,8,86.41,198.4,90.0,12.83
162.0,9,274.47,21.62,255.0,11.15
163.0,0,343.53,284.71,240.0,11.63
163.0,1,289.42,201.6,270.0,12.21
163.0,2,226.11,248.43,210.0,13.61
163.0,3,197.56,210.04,188.13,14.19
163.0,4,114.72,246.61,21.09,7.55
163.0,5,194.36,103.44,235.83,4.32
163.0,6,294.46,214.49,164.99,9.72
163.0,7,388.67,151.53,15.0,12.26
163.0,8,98.58,198.4,90.0,12.18
163.0,9,263.64,18.71,255.0,11.21
164.0,0,331.46,277.75,240.0,13.93
164.0,1,276.4,201.6,270.0,13.02
164.0,2,219.31,236.65,210.0,13.61
164.0,3,194.11,196.67,196.4,13.81
164.0,4,119.78,254.04,38.09,9.03
164.0,5,190.09,104.31,280.97,4.37
164.0,6,295.91,209.08,164.99,5.6
164.0,7,391.6,162.48,15.0,11.33
164.0,8,111.31,198.4,90.0,12.72
164.0,9,252.41,15.7,255.0,11.62
165.0,0,318.82,270.45,240.0,14.6
165.0,1,263.49,201.6,270.0,12.91
165.0,2,212.63,225.07,210.0,13.37
165.0,3,188.56,183.38,208.65,14.46
165.0,4,127.3,261.64,45.0,10.7
165.0,5,184.57,105.79,285.01,5.72
165.0,6,298.97,202.1,152.91,7.7
165.0,7,394.58,173.6,15.0,11.51
165.0,8,123.46,198.4,90.0,12.15
165.0,9,240.93,12.63,255.0,11.89
166.0,0,307.12,263.69,240.0,13.51
166.0,1,250.68,201.6,270.0,12.81
166.0,2,206.76,214.91,210.0,11.73
166.0,3,181.3,170.81,210.0,14.52
166.0,4,135.6,269.94,45.0,11.73
166.0,5,177.11,107.79,285.01,7.73
166.0,6,305.94,198.48,107.62,8.17
166.0,7,397.48,184.4,15.0,11.19
166.0,8,135.88,198.4,90.0,12.42
166.0,9,229.94,9.68,255.0,11.39
167.0,0,294.68,256.51,240.0,14.36
167.0,1,238.4,201.6,270.0,12.28
167.0,2,201.93,209.74,226.05,7.23
167.0,3,173.86,157.93,210.0,14.87
167.0,4,141.92,276.26,45.0,8.94
167.0,5,167.58,110.34,285.01,9.86
167.0,6,314.43,198.4,90.0,8.5
167.0,7,399.36,191.42,15.0,7.27
167.0,8,148.32,198.4,90.0,12.44
167.0,9,218.78,6.69,255.0,11.55
168.0,0,282.98,249.75,240.0,13.51
168.0,1,226.0,201.6,270.0,12.4
168.0,2,195.55,211.84,304.4,7.59
168.0,3,166.57,145.3,210.0,14.58
168.0,4,145.06,279.4,45.0,4.44
168.0,5,161.6,111.95,285.01,6.2
168.0,6,325.32,198.4,90.0,10.89
168.0,7,399.65,196.88,2.16,5.56
168.0,8,160.61,198.4,90.0,12.29
168.0,9,210.54,4.48,255.0,8.54
169.0,0,270.65,242.64,240.0,14.24
169.0,1,214.13,201.39,267.61,11.88
169.0,2,191.38,218.13,328.57,7.56
169.0,3,159.22,132.57,210.0,14.69
169.0,4,150.43,283.66,52.87,6.86
169.0,5,157.89,113.01,285.74,3.85
169.0,6,338.22,198.4,90.0,12.9
169.0,7,395.95,201.01,314.22,5.85
169.0,8,173.3,198.4,90.0,12.68
169.0,9,206.36,3.53,256.82,4.29
170.0,0,259.0,235.91,240.0,13.45
170.0,1,202.48,198.47,248.23,12.12
170.0,2,186.6,226.41,330.0,9.56
170.0,3,152.21,120.41,210.0,14.04
170.0,4,158.4,287.19,69.51,8.74
170.0,5,154.74,115.24,301.81,3.98
170.0,6,352.11,198.4,90.0,13.89
170.0,7,390.3,201.6,275.67,5.7
170.0,8,183.98,198.4,90.0,10.69
170.0,9,202.43,4.94,287.28,4.56
171.0,0,246.73,228.83,240.0,14.18
171.0,1,193.23,190.48,220.78,12.39
171.0,2,180.58,236.84,330.0,12.05
171.0,3,144.7,107.42,210.0,15.02
171.0,4,169.18,290.08,74.99,11.17
171.0,5,155.58,119.86,9.09,4.87
171.0,6,365.75,198.4,90.0,13.64
171.0,7,382.84,201.6,270.0,7.46
171.0,8,189.98,197.26,101.59,6.19
171.0,9,201.6,9.81,350.55,5.04
172.0,0,234.64,221.85,240.0,13.96
172.0,1,186.37,179.59,210.0,12.89
172.0,2,173.62,248.88,330.0,13.91
172.0,3,137.66,95.22,210.0,14.08
172.0,4,181.02,293.26,74.99,12.25
172.0,5,159.26,126.23,30.0,7.36
172.0,6,378.29,198.4,90.0,12.54
172.0,7,373.82,201.6,270.0,9.01
172.0,8,192.68,192.19,158.67,6.25
172.0,9,201.6,17.35,0.0,7.54
173.0,0,222.06,214.59,240.0,14.52
173.0,1,180.4,169.26,210.0,11.93
173.0,2,167.07,260.23,330.0,13.11
173.0,3,130.37,82.59,210.0,14.59
173.0,4,188.51,295.26,74.99,7.75
173.0,5,164.24,134.86,30.0,9.96
173.0,6,386.64,198.4,90.0,8.35
173.0,7,362.88,201.6,270.0,10.95
173.0,8,190.47,186.7,202.94,5.95
173.0,9,201.6,26.66,0.0,9.31
174.0,0,209.57,207.87,244.94,14.2
174.0,1,174.47,158.99,210.0,11.86
174.0,2,160.29,271.97,330.0,13.55
174.0,3,122.96,69.75,210.0,14.82
174.0,4,194.15,296.54,77.66,5.8
174.0,5,169.58,144.11,30.0,10.68
174.0,6,390.49,198.4,90.0,3.85
174.0,7,351.22,201.6,270.0,11.66
174.0,8,186.8,180.34,210.0,7.35
174.0,9,201.6,37.68,0.0,11.02
175.0,0,195.85,206.2,275.6,14.11
175.0,1,168.37,148.42,210.0,12.21
175.0,2,155.69,279.96,330.0,9.22
175.0,3,115.88,57.5,210.0,14.15
175.0,4,198.2,293.24,138.05,6.01
175.0,5,174.72,153.01,30.0,10.27
175.0,6,396.03,196.86,108.63,5.96
175.0,7,339.19,201.6,270.0,12.03
175.0,8,182.02,172.05,210.0,9.57
175.0,9,201.6,49.53,0.0,11.84
176.0,0,183.44,211.41,298.81,13.56
176.0,1,162.23,137.78,210.0,12.28
176.0,2,155.01,285.08,354.64,5.5
176.0,3,109.85,47.06,210.0,12.06
176.0,4,198.4,287.68,178.61,5.58
176.0,5,180.15,162.42,30.0,10.86
176.0,6,396.03,191.36,182.57,5.66
176.0,7,327.37,201.6,270.0,11.83
176.0,8,176.22,162.01,210.0,11.6
176.0,9,201.6,60.78,0.0,11.25
177.0,0,171.29,218.42,300.0,14.03
177.0,1,156.95,128.63,210.0,10.57
177.0,2,159.44,287.47,62.37,5.18
177.0,3,105.28,39.14,210.0,9.14
177.0,4,198.4,279.83,180.0,7.85
177.0,5,185.67,171.98,30.0,11.04
177.0,6,394.03,183.9,195.0,7.72
177.0,7,316.32,201.6,270.0,11.05
177.0,8,170.21,151.61,210.0,12.01
177.0,9,201.6,72.61,0.0,11.84
178.0,0,158.9,225.58,300.0,14.31
178.0,1,153.14,122.03,210.0,7.62
178.0,2,166.11,289.26,74.99,6.91
178.0,3,102.92,35.06,210.0,4.71
178.0,4,198.4,269.62,180.0,10.21
178.0,5,190.88,181.01,30.0,10.43
178.0,6,391.54,174.61,195.0,9.63
178.0,7,307.59,201.6,270.0,8.73
178.0,8,163.9,140.67,210.0,12.63
178.0,9,201.6,83.93,0.0,11.31
179.0,0,146.44,232.77,300.0,14.39
179.0,1,149.75,118.6,224.5,4.96
179.0,2,175.15,291.68,74.99,9.36
179.0,3,101.24,28.46,190.51,6.97
179.0,4,198.4,257.83,180.0,11.78
179.0,5,195.87,191.05,23.44,11.23
179.0,6,388.38,162.81,195.0,12.21
179.0,7,301.77,203.72,295.18,6.44
179.0,8,159.31,132.71,210.0,9.19
179.0,9,201.6,92.51,0.0,8.59
180.0,0,133.73,240.1,300.0,14.67
180.0,1,145.57,120.14,287.85,4.72
180.0,2,184.66,294.23,74.99,9.84
180.0,3,105.84,23.83,125.89,6.99
180.0,4,198.4,243.9,180.0,13.93
180.0,5,197.33,202.07,1.36,11.25
180.0,6,384.66,148.96,195.0,14.34
180.0,7,299.04,209.78,340.0,6.72
180.0,8,155.77,126.59,210.0,7.07
180.0,9,203.22,97.81,19.31,5.68
181.0,0,121.83,246.97,300.0,13.74
181.0,1,142.18,123.48,314.16,4.76
181.0,2,190.59,295.82,74.99,6.14
181.0,3,113.55,21.5,105.0,8.07
181.0,4,198.4,229.77,180.0,14.14
181.0,5,194.6,211.86,336.65,10.25
181.0,6,381.09,135.64,195.0,13.79
181.0,7,296.89,217.78,344.99,8.28
181.0,8,153.0,121.79,210.0,5.55
181.0,9,208.08,100.48,62.63,5.61
182.0,0,109.35,254.18,300.0,14.43
182.0,1,137.4,128.26,315.0,6.77
182.0,2,197.92,297.18,81.41,7.48
182.0,3,123.54,18.83,105.0,10.35
182.0,4,198.4,216.57,180.0,13.19
182.0,5,189.18,221.93,330.0,11.45
182.0,6,377.43,121.96,195.0,14.16
182.0,7,294.29,227.5,344.99,10.07
182.0,8,151.2,117.51,203.35,4.65
182.0,9,213.83,102.05,74.99,5.97
183.0,0,97.0,261.31,300.0,14.25
183.0,1,131.57,134.09,315.0,8.25
183.0,2,207.87,296.24,100.23,10.04
183.0,3,135.4,15.65,105.0,12.27
183.0,4,198.4,203.39,180.0,13.19
183.0,5,183.57,231.66,330.0,11.24
183.0,6,373.83,108.54,195.0,13.9
183.0,7,291.86,236.56,344.99,9.38
183.0,8,153.43,111.48,152.07,6.83
183.0,9,221.94,104.22,74.99,8.39
184.0,0,85.27,268.09,300.0,13.55
184.0,1,125.5,140.16,315.0,8.57
184.0,2,219.01,293.25,105.01,11.54
184.0,3,148.67,12.1,105.0,13.74
184.0,4,198.4,189.72,180.0,13.67
184.0,5,178.02,241.26,330.0,11.09
184.0,6,366.99,96.14,217.73,14.31
184.0,7,290.5,241.61,344.99,5.23
184.0,8,159.38,109.23,109.88,6.38
184.0,9,231.74,106.85,74.99,10.15
185.0,0,73.44,274.91,300.0,13.65
185.0,1,121.88,143.78,315.0,5.13
185.0,2,230.37,290.21,105.01,11.76
185.0,3,162.86,8.29,105.0,14.69
185.0,4,198.4,176.06,180.0,13.66
185.0,5,172.27,251.22,330.0,11.5
185.0,6,357.04,86.09,225.0,14.14
185.0,7,290.01,247.85,357.8,6.32
185.0,8,167.98,106.92,105.01,8.91
185.0,9,238.94,108.78,74.99,7.46
186.0,0,61.76,281.66,300.0,13.49
186.0,1,117.05,149.36,320.95,7.39
186.0,2,237.66,288.25,105.01,7.55
186.0,3,177.17,4.46,105.0,14.82
186.0,4,198.4,162.73,180.0,13.33
186.0,5,166.76,260.77,330.0,11.03
186.0,6,347.06,76.11,225.0,14.11
186.0,7,294.2,252.54,47.63,6.52
186.0,8,179.01,103.97,105.01,11.42
186.0,9,247.71,111.79,68.22,9.29
187.0,0,49.48,288.75,300.0,14.18
187.0,1,113.09,157.56,338.13,9.15
187.0,2,242.53,286.81,106.48,5.09
187.0,3,188.29,1.48,105.0,11.52
187.0,4,198.4,148.98,180.0,13.75
187.0,5,161.01,270.73,330.0,11.5
187.0,6,336.8,65.85,225.0,14.52
187.0,7,301.97,257.03,60.0,8.98
187.0,8,186.58,101.94,105.01,7.84
187.0,9,257.28,118.41,49.82,11.7
188.0,0,41.1,293.59,300.0,9.68
188.0,1,110.33,167.64,344.99,10.45
188.0,2,245.46,283.08,143.17,5.23
188.0,3,195.69,0.09,98.41,7.55
188.0,4,198.4,135.51,180.0,13.47
188.0,5,155.53,280.23,330.0,10.97
188.0,6,327.34,56.39,225.0,13.38
188.0,7,311.19,262.35,60.0,10.64
188.0,8,190.68,100.84,105.01,4.24
188.0,9,265.27,126.4,45.0,11.29
189.0,0,36.46,296.27,300.0,5.36
189.0,1,107.17,179.43,344.99,12.2
189.0,2,243.55,278.63,202.77,4.91
189.0,3,201.07,4.5,38.52,7.56
189.0,4,198.4,121.47,180.0,14.04
189.0,5,150.12,289.59,330.0,10.81
189.0,6,317.51,46.56,225.0,13.91
189.0,7,320.85,267.92,60.0,11.15
189.0,8,191.15,100.72,105.01,0.48
189.0,9,273.36,134.49,45.0,11.45
190.0,0,32.14,299.92,311.9,5.79
190.0,1,105.08,187.21,344.99,8.06
190.0,2,240.03,272.54,210.0,7.03
190.0,3,201.6,11.67,2.44,7.22
190.0,4,198.4,107.31,180.0,14.15
190.0,5,144.92,298.6,330.0,10.41
190.0,6,310.28,39.33,225.0,10.22
190.0,7,330.46,273.48,60.0,11.1
190.0,8,191.48,100.63,105.01,0.34
190.0,9,279.08,140.21,45.0,8.08
191.0,0,34.23,305.18,29.43,6.11
191.0,1,103.81,191.95,344.99,4.91
191.0,2,235.81,265.23,210.0,8.44
191.0,3,201.6,20.94,0.0,9.27
191.0,4,198.4,93.27,180.0,14.04
191.0,5,139.32,308.3,330.0,11.2
191.0,6,304.76,33.81,225.0,7.81
191.0,7,340.52,279.28,60.0,11.6
191.0,8,191.57,100.6,105.01,0.09
191.0,9,283.62,144.45,47.44,6.22
192.0,0,39.59,310.54,45.0,7.58
192.0,1,100.69,198.34,331.04,7.19
192.0,2,230.52,256.05,210.0,10.6
192.0,3,201.6,32.04,0.0,11.1
192.0,4,198.4,79.7,180.0,13.57
192.0,5,133.71,318.01,330.0,11.21
192.0,6,300.2,32.01,249.37,5.2
192.0,7,350.06,284.79,60.0,11.02
192.0,8,191.58,100.6,105.01,0.02
192.0,9,288.91,146.21,74.66,5.74
193.0,0,46.17,317.12,45.0,9.3
193.0,1,94.15,201.5,288.01,7.52
193.0,2,223.98,244.74,210.0,13.07
193.0,3,201.6,44.82,0.0,12.78
193.0,4,198.4,66.35,180.0,13.35
193.0,5,128.19,327.58,330.0,11.05
193.0,6,296.36,36.29,322.2,5.91
193.0,7,358.46,289.64,60.0,9.7
193.0,8,191.59,100.6,105.01,0.01
193.0,9,294.83,143.4,117.96,6.6
194.0,0,53.91,324.86,45.0,10.95
194.0,1,85.99,201.6,270.0,8.16
194.0,2,217.09,232.79,210.0,13.79
194.0,3,201.6,59.12,0.0,14.3
194.0,4,198.4,52.26,180.0,14.1
194.0,5,123.01,336.55,330.0,10.36
194.0,6,292.17,43.55,330.0,8.38
194.0,7,363.68,292.65,60.0,6.02
194.0,8,191.59,100.6,105.01,0.0
194.0,9,302.69,138.87,120.0,9.07
195.0,0,62.86,333.81,45.0,12.66
195.0,1,75.67,201.6,270.0,10.32
195.0,2,210.71,221.74,210.0,12.76
195.0,3,201.6,74.14,0.0,15.03
195.0,4,198.4,38.19,180.0,14.07
195.0,5,117.84,345.5,330.0,10.33
195.0,6,287.1,52.34,330.0,10.14
195.0,7,367.46,294.74,60.94,4.33
195.0,8,191.59,100.6,105.01,0.0
195.0,9,311.76,133.63,120.0,10.47
196.0,0,73.22,344.17,45.0,14.64
196.0,1,63.32,201.6,270.0,12.35
196.0,2,205.73,212.46,206.23,10.55
196.0,3,201.6,88.12,0.0,13.98
196.0,4,198.4,24.48,180.0,13.71
196.0,5,112.29,355.12,330.0,11.11
196.0,6,281.14,62.67,330.0,11.93
196.0,7,371.55,295.11,82.4,4.33
196.0,8,191.59,100.6,105.01,0.0
196.0,9,321.98,127.73,120.0,11.8
197.0,0,82.97,353.92,45.0,13.8
197.0,1,51.11,201.6,270.0,12.21
197.0,2,203.78,202.67,180.19,10.18
197.0,3,201.6,102.26,0.0,14.13
197.0,4,198.4,14.77,180.0,9.72
197.0,5,108.08,362.41,330.0,8.42
197.0,6,274.1,74.85,330.0,14.07
197.0,7,373.77,291.69,141.37,4.18
197.0,8,191.59,100.6,105.01,0.0
197.0,9,331.39,122.3,120.0,10.87
198.0,0,90.24,361.19,45.0,10.28
198.0,1,38.13,201.6,270.0,12.99
198.0,2,208.98,193.8,138.93,10.68
198.0,3,201.6,116.34,0.0,14.08
198.0,4,198.4,9.55,180.0,5.22
198.0,5,106.12,365.81,330.0,3.92
198.0,6,266.97,87.21,330.0,14.27
198.0,7,375.33,285.86,165.0,6.03
198.0,8,193.58,100.34,101.9,2.0
198.0,9,341.06,116.71,120.0,11.17
199.0,0,94.99,365.94,45.0,6.72
199.0,1,26.09,201.6,270.0,12.04
199.0,2,217.84,187.85,120.0,10.7
199.0,3,201.6,130.25,0.0,13.91
199.0,4,199.91,2.56,163.65,7.31
199.0,5,102.78,370.35,322.85,5.65
199.0,6,260.09,99.11,330.0,13.75
199.0,7,377.42,278.06,165.0,8.07
199.0,8,196.9,100.36,92.05,3.4
199.0,9,351.05,110.94,120.0,11.53
200.0,0,100.09,367.85,73.32,5.88
200.0,1,16.48,201.6,270.0,9.6
200.0,2,228.38,181.77,120.0,12.17
200.0,3,201.6,144.85,0.0,14.6
200.0,4,206.58,0.36,95.63,7.62
200.0,5,97.86,371.42,281.44,5.28
200.0,6,252.98,111.43,330.0,14.23
200.0,7,379.87,268.92,165.0,9.47
200.0,8,200.72,103.47,50.09,5.17
200.0,9,359.16,106.27,120.0,9.36
201.0,0,103.53,363.89,140.77,5.37
201.0,1,10.6,201.6,270.0,5.88
201.0,2,240.32,174.87,120.0,13.79
201.0,3,201.6,159.78,0.0,14.93
201.0,4,214.01,2.1,75.0,7.64
201.0,5,93.09,368.56,236.37,5.67
201.0,6,246.01,123.51,330.0,13.95
201.0,7,382.77,258.11,165.0,11.19
201.0,8,201.6,109.22,6.45,5.88
201.0,9,364.07,103.43,120.0,5.67
202.0,0,107.43,357.14,150.0,7.8
202.0,1,5.98,201.92,273.65,4.65
202.0,2,252.28,167.97,120.0,13.8
202.0,3,201.6,174.03,0.0,14.25
202.0,4,223.04,4.52,75.0,9.35
202.0,5,87.61,363.08,225.0,7.75
202.0,6,238.75,136.07,330.0,14.51
202.0,7,385.76,246.95,165.0,11.56
202.0,8,201.6,116.98,0.0,7.76
202.0,9,369.87,101.12,109.53,6.31
203.0,0,112.22,348.85,150.0,9.57
203.0,1,3.5,206.14,333.95,5.51
203.0,2,264.19,161.1,120.0,13.75
203.0,3,201.46,185.01,358.44,10.99
203.0,4,233.85,7.41,75.0,11.19
203.0,5,80.37,355.84,225.0,10.24
203.0,6,231.51,148.62,330.0,14.49
203.0,7,388.92,235.16,165.0,12.2
203.0,8,201.6,126.52,0.0,9.54
203.0,9,375.16,103.49,61.4,6.1
204.0,0,118.21,338.46,150.0,11.99
204.0,1,4.43,210.36,11.73,4.34
204.0,2,273.04,155.98,120.0,10.22
204.0,3,198.46,195.13,333.7,10.75
204.0,4,246.67,10.85,75.0,13.28
204.0,5,72.56,348.03,225.0,11.04
204.0,6,224.56,160.65,330.0,13.9
204.0,7,392.05,223.49,165.0,12.09
204.0,8,201.6,137.91,0.0,11.39
204.0,9,377.1,108.34,21.72,5.23
205.0,0,124.87,326.94,150.0,13.3
205.0,1,6.07,216.47,15.0,6.32
205.0,2,278.72,152.7,120.0,6.56
205.0,3,189.86,200.77,292.37,10.72
205.0,4,259.26,14.22,75.0,13.03
205.0,5,64.73,340.2,225.0,11.07
205.0,6,217.88,172.23,330.0,13.36
205.0,7,395.11,212.06,165.0,11.83
205.0,8,201.6,150.87,0.0,12.95
205.0,9,378.97,115.31,15.0,7.22
206.0,0,131.77,314.98,150.0,13.81
206.0,1,8.06,223.88,15.0,7.67
